Date,Region,Product,Units_Sold,Price_Point,Revenue,Competitor_Price,Weather,Promotion_Active
2023-03-29,Noida,Spicy Chicken Samosa,70,30,2100,32.44,Clear,False
2023-03-29,Noida,Chocolate Fusion Samosa,5,45,225,48.08,Clear,False
2023-03-29,Gurugram,Classic Potato Samosa,165,15,2475,15.71,Rainy,False
2023-03-29,Gurugram,Paneer Tikka Samosa,129,25,3225,25.55,Clear,False
2023-03-29,Gurugram,Spicy Chicken Samosa,180,30,5400,32.52,Rainy,False
2023-03-29,Gurugram,Chocolate Fusion Samosa,15,45,675,44.01,Clear,False
2023-03-30,South Delhi,Classic Potato Samosa,109,15,1635,10.73,Clear,False
2023-03-30,South Delhi,Paneer Tikka Samosa,129,25,3225,22.84,Clear,False
2023-03-30,South Delhi,Spicy Chicken Samosa,97,30,2910,31.62,Clear,False
2023-03-30,South Delhi,Chocolate Fusion Samosa,16,45,720,47.45,Clear,False
2023-03-30,North Delhi,Classic Potato Samosa,101,15,1515,18.51,Clear,False
2023-03-30,North Delhi,Paneer Tikka Samosa,75,25,1875,26.61,Clear,True
2023-03-30,North Delhi,Spicy Chicken Samosa,89,30,2670,29.39,Clear,False
2023-03-30,North Delhi,Chocolate Fusion Samosa,16,45,720,41.54,Clear,False
2023-03-30,West Delhi,Classic Potato Samosa,97,15,1455,12.91,Clear,False
2023-03-30,West Delhi,Paneer Tikka Samosa,70,25,1750,27.46,Rainy,False
2023-03-30,West Delhi,Spicy Chicken Samosa,130,30,3900,25.17,Clear,False
2023-03-30,West Delhi,Chocolate Fusion Samosa,6,45,270,42.24,Clear,False
2023-03-30,Noida,Classic Potato Samosa,123,15,1845,15.63,Clear,False
2023-03-30,Noida,Paneer Tikka Samosa,193,25,4825,24.42,Rainy,False
2023-03-30,Noida,Spicy Chicken Samosa,97,30,2910,30.7,Clear,False
2023-03-30,Noida,Chocolate Fusion Samosa,5,45,225,47.48,Clear,False
2023-03-30,Gurugram,Classic Potato Samosa,148,15,2220,15.58,Clear,False
2023-03-30,Gurugram,Paneer Tikka Samosa,90,25,2250,29.63,Clear,False
2023-03-30,Gurugram,Spicy Chicken Samosa,140,30,4200,34.99,Clear,False
2023-03-30,Gurugram,Chocolate Fusion Samosa,21,45,945,40.65,Clear,False
2023-03-31,South Delhi,Classic Potato Samosa,246,15,3690,19.75,Rainy,False
2023-03-31,South Delhi,Paneer Tikka Samosa,102,25,2550,22.87,Clear,False
2023-03-31,South Delhi,Spicy Chicken Samosa,160,30,4800,26.65,Clear,False
2023-03-31,South Delhi,Chocolate Fusion Samosa,27,45,1215,44.53,Clear,False
2023-03-31,North Delhi,Classic Potato Samosa,131,15,1965,14.26,Clear,False
2023-03-31,North Delhi,Paneer Tikka Samosa,70,25,1750,27.29,Clear,False
2023-03-31,North Delhi,Spicy Chicken Samosa,82,30,2460,33.62,Rainy,False
2023-03-31,North Delhi,Chocolate Fusion Samosa,6,45,270,41.25,Clear,False
2023-03-31,West Delhi,Classic Potato Samosa,126,15,1890,12.86,Clear,False
2023-03-31,West Delhi,Paneer Tikka Samosa,216,25,5400,21.48,Clear,True
2023-03-31,West Delhi,Spicy Chicken Samosa,147,30,4410,27.19,Clear,False
2023-03-31,West Delhi,Chocolate Fusion Samosa,21,45,945,43.34,Clear,False
2023-03-31,Noida,Classic Potato Samosa,108,15,1620,10.55,Clear,False
2023-03-31,Noida,Paneer Tikka Samosa,124,25,3100,21.31,Clear,False
2023-03-31,Noida,Spicy Chicken Samosa,74,30,2220,30.98,Rainy,False
2023-03-31,Noida,Chocolate Fusion Samosa,37,45,1665,47.7,Rainy,False
2023-03-31,Gurugram,Classic Potato Samosa,99,15,1485,11.97,Rainy,False
2023-03-31,Gurugram,Paneer Tikka Samosa,65,25,1625,29.32,Clear,False
2023-03-31,Gurugram,Spicy Chicken Samosa,62,30,1860,34.35,Clear,False
2023-03-31,Gurugram,Chocolate Fusion Samosa,22,45,990,46.7,Clear,False
2023-04-01,South Delhi,Classic Potato Samosa,289,15,4335,11.67,Rainy,True
2023-04-01,South Delhi,Paneer Tikka Samosa,184,25,4600,23.31,Clear,False
2023-04-01,South Delhi,Spicy Chicken Samosa,120,30,3600,30.99,Clear,False
2023-04-01,South Delhi,Chocolate Fusion Samosa,16,45,720,49.08,Rainy,False
2023-04-01,North Delhi,Classic Potato Samosa,125,15,1875,16.28,Clear,False
2023-04-01,North Delhi,Paneer Tikka Samosa,148,25,3700,23.7,Clear,True
2023-04-01,North Delhi,Spicy Chicken Samosa,275,30,8250,25.78,Rainy,True
2023-04-01,North Delhi,Chocolate Fusion Samosa,10,45,450,41.8,Clear,False
2023-04-01,West Delhi,Classic Potato Samosa,81,15,1215,14.28,Clear,False
2023-04-01,West Delhi,Paneer Tikka Samosa,100,25,2500,28.56,Clear,False
2023-04-01,West Delhi,Spicy Chicken Samosa,112,30,3360,29.86,Clear,False
2023-04-01,West Delhi,Chocolate Fusion Samosa,11,45,495,43.22,Clear,False
2023-04-01,Noida,Classic Potato Samosa,185,15,2775,19.37,Clear,False
2023-04-01,Noida,Paneer Tikka Samosa,76,25,1900,25.1,Clear,False
2023-04-01,Noida,Spicy Chicken Samosa,236,30,7080,28.84,Rainy,True
2023-04-01,Noida,Chocolate Fusion Samosa,36,45,1620,40.04,Rainy,False
2023-04-01,Gurugram,Classic Potato Samosa,163,15,2445,12.0,Clear,False
2023-04-01,Gurugram,Paneer Tikka Samosa,176,25,4400,27.65,Clear,False
2023-04-01,Gurugram,Spicy Chicken Samosa,236,30,7080,33.51,Rainy,False
2023-04-01,Gurugram,Chocolate Fusion Samosa,31,45,1395,49.27,Clear,False
2023-04-02,South Delhi,Classic Potato Samosa,153,15,2295,13.79,Clear,False
2023-04-02,South Delhi,Paneer Tikka Samosa,114,25,2850,28.12,Clear,False
2023-04-02,South Delhi,Spicy Chicken Samosa,145,30,4350,30.66,Clear,False
2023-04-02,South Delhi,Chocolate Fusion Samosa,22,45,990,46.49,Clear,False
2023-04-02,North Delhi,Classic Potato Samosa,220,15,3300,16.54,Rainy,False
2023-04-02,North Delhi,Paneer Tikka Samosa,110,25,2750,29.48,Clear,False
2023-04-02,North Delhi,Spicy Chicken Samosa,157,30,4710,28.83,Clear,False
2023-04-02,North Delhi,Chocolate Fusion Samosa,29,45,1305,46.73,Rainy,False
2023-04-02,West Delhi,Classic Potato Samosa,166,15,2490,18.82,Clear,False
2023-04-02,West Delhi,Paneer Tikka Samosa,194,25,4850,20.2,Rainy,False
2023-04-02,West Delhi,Spicy Chicken Samosa,201,30,6030,25.93,Rainy,False
2023-04-02,West Delhi,Chocolate Fusion Samosa,30,45,1350,46.77,Clear,False
2023-04-02,Noida,Classic Potato Samosa,140,15,2100,13.19,Clear,False
2023-04-02,Noida,Paneer Tikka Samosa,148,25,3700,22.98,Clear,True
2023-04-02,Noida,Spicy Chicken Samosa,90,30,2700,31.6,Clear,False
2023-04-02,Noida,Chocolate Fusion Samosa,23,45,1035,40.61,Clear,False
2023-04-02,Gurugram,Classic Potato Samosa,131,15,1965,11.67,Clear,False
2023-04-02,Gurugram,Paneer Tikka Samosa,138,25,3450,20.39,Clear,False
2023-04-02,Gurugram,Spicy Chicken Samosa,143,30,4290,28.53,Clear,False
2023-04-02,Gurugram,Chocolate Fusion Samosa,10,45,450,40.4,Rainy,False
2023-04-03,South Delhi,Classic Potato Samosa,68,15,1020,19.47,Clear,False
2023-04-03,South Delhi,Paneer Tikka Samosa,76,25,1900,21.6,Clear,False
2023-04-03,South Delhi,Spicy Chicken Samosa,102,30,3060,34.12,Clear,False
2023-04-03,South Delhi,Chocolate Fusion Samosa,13,45,585,41.87,Clear,False
2023-04-03,North Delhi,Classic Potato Samosa,54,15,810,13.77,Clear,False
2023-04-03,North Delhi,Paneer Tikka Samosa,148,25,3700,26.76,Clear,False
2023-04-03,North Delhi,Spicy Chicken Samosa,120,30,3600,27.8,Rainy,False
2023-04-03,North Delhi,Chocolate Fusion Samosa,37,45,1665,42.41,Rainy,False
2023-04-03,West Delhi,Classic Potato Samosa,107,15,1605,12.28,Rainy,False
2023-04-03,West Delhi,Paneer Tikka Samosa,208,25,5200,27.93,Rainy,False
2023-04-03,West Delhi,Spicy Chicken Samosa,89,30,2670,32.33,Clear,False
2023-04-03,West Delhi,Chocolate Fusion Samosa,5,45,225,48.09,Clear,False
2023-04-03,Noida,Classic Potato Samosa,149,15,2235,14.46,Clear,False
2023-04-03,Noida,Paneer Tikka Samosa,128,25,3200,21.54,Rainy,True
2023-04-03,Noida,Spicy Chicken Samosa,112,30,3360,28.95,Clear,False
2023-04-03,Noida,Chocolate Fusion Samosa,18,45,810,43.83,Rainy,False
2023-04-03,Gurugram,Classic Potato Samosa,145,15,2175,14.87,Clear,False
2023-04-03,Gurugram,Paneer Tikka Samosa,121,25,3025,24.68,Clear,False
2023-04-03,Gurugram,Spicy Chicken Samosa,58,30,1740,33.03,Clear,False
2023-04-03,Gurugram,Chocolate Fusion Samosa,25,45,1125,49.43,Rainy,False
2023-04-04,South Delhi,Classic Potato Samosa,166,15,2490,16.34,Clear,False
2023-04-04,South Delhi,Paneer Tikka Samosa,124,25,3100,22.42,Clear,False
2023-04-04,South Delhi,Spicy Chicken Samosa,147,30,4410,29.32,Clear,False
2023-04-04,South Delhi,Chocolate Fusion Samosa,21,45,945,41.83,Clear,False
2023-04-04,North Delhi,Classic Potato Samosa,112,15,1680,17.38,Clear,False
2023-04-04,North Delhi,Paneer Tikka Samosa,136,25,3400,24.6,Clear,False
2023-04-04,North Delhi,Spicy Chicken Samosa,115,30,3450,31.54,Clear,False
2023-04-04,North Delhi,Chocolate Fusion Samosa,26,45,1170,40.91,Clear,False
2023-04-04,West Delhi,Classic Potato Samosa,101,15,1515,10.43,Clear,False
2023-04-04,West Delhi,Paneer Tikka Samosa,82,25,2050,20.44,Rainy,False
2023-04-04,West Delhi,Spicy Chicken Samosa,121,30,3630,28.22,Rainy,False
2023-04-04,West Delhi,Chocolate Fusion Samosa,24,45,1080,43.13,Clear,True
2023-04-04,Noida,Classic Potato Samosa,56,15,840,18.81,Clear,False
2023-04-04,Noida,Paneer Tikka Samosa,88,25,2200,21.05,Clear,False
2023-04-04,Noida,Spicy Chicken Samosa,92,30,2760,34.08,Clear,False
2023-04-04,Noida,Chocolate Fusion Samosa,19,45,855,45.72,Clear,False
2023-04-04,Gurugram,Classic Potato Samosa,112,15,1680,17.84,Clear,False
2023-04-04,Gurugram,Paneer Tikka Samosa,100,25,2500,20.7,Clear,False
2023-04-04,Gurugram,Spicy Chicken Samosa,148,30,4440,27.83,Rainy,False
2023-04-04,Gurugram,Chocolate Fusion Samosa,12,45,540,44.86,Clear,False
2023-04-05,South Delhi,Classic Potato Samosa,178,15,2670,17.36,Rainy,False
2023-04-05,South Delhi,Paneer Tikka Samosa,192,25,4800,27.75,Clear,True
2023-04-05,South Delhi,Spicy Chicken Samosa,121,30,3630,31.26,Clear,False
2023-04-05,South Delhi,Chocolate Fusion Samosa,12,45,540,43.06,Clear,False
2023-04-05,North Delhi,Classic Potato Samosa,184,15,2760,18.9,Rainy,False
2023-04-05,North Delhi,Paneer Tikka Samosa,113,25,2825,23.18,Clear,False
2023-04-05,North Delhi,Spicy Chicken Samosa,55,30,1650,32.3,Clear,False
2023-04-05,North Delhi,Chocolate Fusion Samosa,22,45,990,47.11,Clear,False
2023-04-05,West Delhi,Classic Potato Samosa,102,15,1530,12.62,Clear,False
2023-04-05,West Delhi,Paneer Tikka Samosa,287,25,7175,23.46,Rainy,True
2023-04-05,West Delhi,Spicy Chicken Samosa,70,30,2100,29.76,Clear,False
2023-04-05,West Delhi,Chocolate Fusion Samosa,18,45,810,45.01,Clear,False
2023-04-05,Noida,Classic Potato Samosa,99,15,1485,13.15,Clear,True
2023-04-05,Noida,Paneer Tikka Samosa,163,25,4075,25.93,Rainy,False
2023-04-05,Noida,Spicy Chicken Samosa,138,30,4140,30.6,Clear,False
2023-04-05,Noida,Chocolate Fusion Samosa,22,45,990,48.13,Clear,False
2023-04-05,Gurugram,Classic Potato Samosa,117,15,1755,19.32,Clear,False
2023-04-05,Gurugram,Paneer Tikka Samosa,132,25,3300,25.18,Clear,False
2023-04-05,Gurugram,Spicy Chicken Samosa,190,30,5700,29.91,Clear,True
2023-04-05,Gurugram,Chocolate Fusion Samosa,11,45,495,49.44,Clear,False
2023-04-06,South Delhi,Classic Potato Samosa,176,15,2640,15.09,Clear,False
2023-04-06,South Delhi,Paneer Tikka Samosa,104,25,2600,21.07,Clear,False
2023-04-06,South Delhi,Spicy Chicken Samosa,166,30,4980,34.46,Rainy,True
2023-04-06,South Delhi,Chocolate Fusion Samosa,25,45,1125,42.55,Rainy,False
2023-04-06,North Delhi,Classic Potato Samosa,142,15,2130,19.47,Clear,False
2023-04-06,North Delhi,Paneer Tikka Samosa,67,25,1675,27.65,Clear,False
2023-04-06,North Delhi,Spicy Chicken Samosa,59,30,1770,29.73,Clear,False
2023-04-06,North Delhi,Chocolate Fusion Samosa,26,45,1170,44.34,Clear,False
2023-04-06,West Delhi,Classic Potato Samosa,73,15,1095,16.0,Clear,False
2023-04-06,West Delhi,Paneer Tikka Samosa,73,25,1825,26.69,Clear,False
2023-04-06,West Delhi,Spicy Chicken Samosa,112,30,3360,28.22,Clear,False
2023-04-06,West Delhi,Chocolate Fusion Samosa,21,45,945,43.21,Rainy,False
2023-04-06,Noida,Classic Potato Samosa,155,15,2325,19.83,Rainy,False
2023-04-06,Noida,Paneer Tikka Samosa,70,25,1750,21.9,Clear,False
2023-04-06,Noida,Spicy Chicken Samosa,166,30,4980,25.79,Rainy,False
2023-04-06,Noida,Chocolate Fusion Samosa,22,45,990,48.96,Clear,False
2023-04-06,Gurugram,Classic Potato Samosa,160,15,2400,10.23,Clear,True
2023-04-06,Gurugram,Paneer Tikka Samosa,97,25,2425,24.32,Clear,False
2023-04-06,Gurugram,Spicy Chicken Samosa,62,30,1860,30.7,Clear,False
2023-04-06,Gurugram,Chocolate Fusion Samosa,17,45,765,42.08,Clear,False
2023-04-07,South Delhi,Classic Potato Samosa,132,15,1980,19.5,Rainy,False
2023-04-07,South Delhi,Paneer Tikka Samosa,126,25,3150,20.78,Clear,False
2023-04-07,South Delhi,Spicy Chicken Samosa,165,30,4950,30.88,Clear,False
2023-04-07,South Delhi,Chocolate Fusion Samosa,25,45,1125,49.66,Clear,False
2023-04-07,North Delhi,Classic Potato Samosa,122,15,1830,12.75,Clear,False
2023-04-07,North Delhi,Paneer Tikka Samosa,66,25,1650,22.57,Clear,False
2023-04-07,North Delhi,Spicy Chicken Samosa,92,30,2760,25.31,Clear,False
2023-04-07,North Delhi,Chocolate Fusion Samosa,14,45,630,43.63,Clear,False
2023-04-07,West Delhi,Classic Potato Samosa,109,15,1635,16.55,Clear,True
2023-04-07,West Delhi,Paneer Tikka Samosa,159,25,3975,22.33,Rainy,False
2023-04-07,West Delhi,Spicy Chicken Samosa,138,30,4140,33.13,Clear,False
2023-04-07,West Delhi,Chocolate Fusion Samosa,14,45,630,40.98,Clear,False
2023-04-07,Noida,Classic Potato Samosa,112,15,1680,19.42,Rainy,False
2023-04-07,Noida,Paneer Tikka Samosa,142,25,3550,27.84,Rainy,False
2023-04-07,Noida,Spicy Chicken Samosa,53,30,1590,30.34,Clear,False
2023-04-07,Noida,Chocolate Fusion Samosa,8,45,360,44.25,Clear,False
2023-04-07,Gurugram,Classic Potato Samosa,124,15,1860,14.71,Clear,False
2023-04-07,Gurugram,Paneer Tikka Samosa,92,25,2300,26.46,Clear,False
2023-04-07,Gurugram,Spicy Chicken Samosa,84,30,2520,26.68,Clear,False
2023-04-07,Gurugram,Chocolate Fusion Samosa,48,45,2160,41.97,Rainy,True
2023-04-08,South Delhi,Classic Potato Samosa,160,15,2400,16.55,Clear,False
2023-04-08,South Delhi,Paneer Tikka Samosa,138,25,3450,23.73,Clear,False
2023-04-08,South Delhi,Spicy Chicken Samosa,165,30,4950,26.06,Clear,False
2023-04-08,South Delhi,Chocolate Fusion Samosa,21,45,945,46.04,Clear,False
2023-04-08,North Delhi,Classic Potato Samosa,132,15,1980,13.63,Clear,False
2023-04-08,North Delhi,Paneer Tikka Samosa,77,25,1925,24.31,Clear,False
2023-04-08,North Delhi,Spicy Chicken Samosa,253,30,7590,31.87,Clear,True
2023-04-08,North Delhi,Chocolate Fusion Samosa,6,45,270,43.49,Clear,False
2023-04-08,West Delhi,Classic Potato Samosa,70,15,1050,18.1,Clear,False
2023-04-08,West Delhi,Paneer Tikka Samosa,120,25,3000,28.13,Clear,False
2023-04-08,West Delhi,Spicy Chicken Samosa,162,30,4860,27.5,Clear,False
2023-04-08,West Delhi,Chocolate Fusion Samosa,26,45,1170,44.05,Clear,False
2023-04-08,Noida,Classic Potato Samosa,147,15,2205,14.96,Clear,False
2023-04-08,Noida,Paneer Tikka Samosa,171,25,4275,24.24,Clear,False
2023-04-08,Noida,Spicy Chicken Samosa,130,30,3900,28.05,Clear,False
2023-04-08,Noida,Chocolate Fusion Samosa,27,45,1215,41.93,Clear,False
2023-04-08,Gurugram,Classic Potato Samosa,101,15,1515,16.9,Clear,False
2023-04-08,Gurugram,Paneer Tikka Samosa,96,25,2400,23.68,Clear,False
2023-04-08,Gurugram,Spicy Chicken Samosa,82,30,2460,33.88,Clear,False
2023-04-08,Gurugram,Chocolate Fusion Samosa,27,45,1215,44.32,Clear,False
2023-04-09,South Delhi,Classic Potato Samosa,226,15,3390,12.11,Rainy,False
2023-04-09,South Delhi,Paneer Tikka Samosa,117,25,2925,29.12,Clear,False
2023-04-09,South Delhi,Spicy Chicken Samosa,208,30,6240,31.45,Clear,False
2023-04-09,South Delhi,Chocolate Fusion Samosa,30,45,1350,42.56,Clear,False
2023-04-09,North Delhi,Classic Potato Samosa,87,15,1305,18.93,Clear,False
2023-04-09,North Delhi,Paneer Tikka Samosa,185,25,4625,20.94,Clear,False
2023-04-09,North Delhi,Spicy Chicken Samosa,286,30,8580,28.2,Rainy,True
2023-04-09,North Delhi,Chocolate Fusion Samosa,26,45,1170,40.4,Clear,False
2023-04-09,West Delhi,Classic Potato Samosa,116,15,1740,18.37,Clear,False
2023-04-09,West Delhi,Paneer Tikka Samosa,130,25,3250,22.91,Clear,False
2023-04-09,West Delhi,Spicy Chicken Samosa,206,30,6180,30.13,Rainy,False
2023-04-09,West Delhi,Chocolate Fusion Samosa,6,45,270,40.13,Clear,False
2023-04-09,Noida,Classic Potato Samosa,180,15,2700,10.54,Clear,False
2023-04-09,Noida,Paneer Tikka Samosa,122,25,3050,24.04,Clear,False
2023-04-09,Noida,Spicy Chicken Samosa,255,30,7650,34.58,Rainy,False
2023-04-09,Noida,Chocolate Fusion Samosa,13,45,585,43.37,Clear,False
2023-04-09,Gurugram,Classic Potato Samosa,98,15,1470,16.04,Clear,False
2023-04-09,Gurugram,Paneer Tikka Samosa,182,25,4550,26.69,Clear,False
2023-04-09,Gurugram,Spicy Chicken Samosa,176,30,5280,27.76,Rainy,False
2023-04-09,Gurugram,Chocolate Fusion Samosa,7,45,315,42.54,Clear,False
2023-04-10,South Delhi,Classic Potato Samosa,166,15,2490,12.24,Clear,False
2023-04-10,South Delhi,Paneer Tikka Samosa,112,25,2800,26.09,Clear,False
2023-04-10,South Delhi,Spicy Chicken Samosa,133,30,3990,32.48,Clear,False
2023-04-10,South Delhi,Chocolate Fusion Samosa,8,45,360,46.58,Clear,False
2023-04-10,North Delhi,Classic Potato Samosa,65,15,975,16.13,Clear,False
2023-04-10,North Delhi,Paneer Tikka Samosa,204,25,5100,24.28,Rainy,False
2023-04-10,North Delhi,Spicy Chicken Samosa,70,30,2100,30.0,Clear,False
2023-04-10,North Delhi,Chocolate Fusion Samosa,25,45,1125,44.05,Clear,False
2023-04-10,West Delhi,Classic Potato Samosa,81,15,1215,17.72,Rainy,False
2023-04-10,West Delhi,Paneer Tikka Samosa,103,25,2575,20.47,Clear,True
2023-04-10,West Delhi,Spicy Chicken Samosa,193,30,5790,32.04,Rainy,False
2023-04-10,West Delhi,Chocolate Fusion Samosa,22,45,990,44.65,Clear,False
2023-04-10,Noida,Classic Potato Samosa,144,15,2160,15.43,Clear,False
2023-04-10,Noida,Paneer Tikka Samosa,74,25,1850,27.36,Rainy,False
2023-04-10,Noida,Spicy Chicken Samosa,148,30,4440,27.93,Clear,False
2023-04-10,Noida,Chocolate Fusion Samosa,22,45,990,48.21,Clear,True
2023-04-10,Gurugram,Classic Potato Samosa,189,15,2835,16.22,Rainy,False
2023-04-10,Gurugram,Paneer Tikka Samosa,82,25,2050,21.69,Clear,False
2023-04-10,Gurugram,Spicy Chicken Samosa,210,30,6300,31.3,Clear,True
2023-04-10,Gurugram,Chocolate Fusion Samosa,20,45,900,46.76,Clear,False
2023-04-11,South Delhi,Classic Potato Samosa,91,15,1365,14.17,Clear,False
2023-04-11,South Delhi,Paneer Tikka Samosa,80,25,2000,24.44,Clear,False
2023-04-11,South Delhi,Spicy Chicken Samosa,108,30,3240,33.95,Clear,False
2023-04-11,South Delhi,Chocolate Fusion Samosa,9,45,405,40.12,Clear,True
2023-04-11,North Delhi,Classic Potato Samosa,74,15,1110,11.76,Clear,False
2023-04-11,North Delhi,Paneer Tikka Samosa,138,25,3450,23.2,Rainy,False
2023-04-11,North Delhi,Spicy Chicken Samosa,106,30,3180,33.81,Clear,False
2023-04-11,North Delhi,Chocolate Fusion Samosa,11,45,495,48.88,Clear,False
2023-04-11,West Delhi,Classic Potato Samosa,81,15,1215,14.48,Clear,False
2023-04-11,West Delhi,Paneer Tikka Samosa,91,25,2275,29.62,Rainy,False
2023-04-11,West Delhi,Spicy Chicken Samosa,62,30,1860,26.57,Clear,False
2023-04-11,West Delhi,Chocolate Fusion Samosa,5,45,225,48.9,Clear,False
2023-04-11,Noida,Classic Potato Samosa,196,15,2940,14.89,Clear,True
2023-04-11,Noida,Paneer Tikka Samosa,92,25,2300,28.38,Rainy,False
2023-04-11,Noida,Spicy Chicken Samosa,116,30,3480,31.23,Clear,False
2023-04-11,Noida,Chocolate Fusion Samosa,36,45,1620,40.46,Rainy,False
2023-04-11,Gurugram,Classic Potato Samosa,104,15,1560,16.89,Clear,False
2023-04-11,Gurugram,Paneer Tikka Samosa,136,25,3400,26.85,Clear,False
2023-04-11,Gurugram,Spicy Chicken Samosa,145,30,4350,25.73,Clear,False
2023-04-11,Gurugram,Chocolate Fusion Samosa,12,45,540,47.16,Clear,False
2023-04-12,South Delhi,Classic Potato Samosa,151,15,2265,18.5,Clear,False
2023-04-12,South Delhi,Paneer Tikka Samosa,163,25,4075,25.0,Clear,False
2023-04-12,South Delhi,Spicy Chicken Samosa,146,30,4380,32.26,Clear,False
2023-04-12,South Delhi,Chocolate Fusion Samosa,24,45,1080,41.75,Clear,False
2023-04-12,North Delhi,Classic Potato Samosa,96,15,1440,15.18,Clear,False
2023-04-12,North Delhi,Paneer Tikka Samosa,112,25,2800,22.92,Clear,True
2023-04-12,North Delhi,Spicy Chicken Samosa,70,30,2100,30.3,Rainy,False
2023-04-12,North Delhi,Chocolate Fusion Samosa,19,45,855,47.68,Clear,False
2023-04-12,West Delhi,Classic Potato Samosa,124,15,1860,17.19,Clear,False
2023-04-12,West Delhi,Paneer Tikka Samosa,109,25,2725,22.57,Rainy,False
2023-04-12,West Delhi,Spicy Chicken Samosa,85,30,2550,29.62,Clear,False
2023-04-12,West Delhi,Chocolate Fusion Samosa,20,45,900,49.97,Clear,False
2023-04-12,Noida,Classic Potato Samosa,127,15,1905,10.49,Clear,False
2023-04-12,Noida,Paneer Tikka Samosa,132,25,3300,25.37,Clear,False
2023-04-12,Noida,Spicy Chicken Samosa,144,30,4320,29.37,Clear,False
2023-04-12,Noida,Chocolate Fusion Samosa,26,45,1170,41.45,Clear,False
2023-04-12,Gurugram,Classic Potato Samosa,178,15,2670,19.86,Clear,True
2023-04-12,Gurugram,Paneer Tikka Samosa,99,25,2475,21.1,Clear,False
2023-04-12,Gurugram,Spicy Chicken Samosa,213,30,6390,29.22,Clear,True
2023-04-12,Gurugram,Chocolate Fusion Samosa,37,45,1665,41.8,Rainy,False
2023-04-13,South Delhi,Classic Potato Samosa,208,15,3120,10.88,Rainy,False
2023-04-13,South Delhi,Paneer Tikka Samosa,142,25,3550,27.27,Clear,False
2023-04-13,South Delhi,Spicy Chicken Samosa,145,30,4350,26.64,Clear,False
2023-04-13,South Delhi,Chocolate Fusion Samosa,50,45,2250,44.45,Clear,True
2023-04-13,North Delhi,Classic Potato Samosa,110,15,1650,11.58,Clear,False
2023-04-13,North Delhi,Paneer Tikka Samosa,81,25,2025,25.19,Rainy,False
2023-04-13,North Delhi,Spicy Chicken Samosa,91,30,2730,33.82,Clear,False
2023-04-13,North Delhi,Chocolate Fusion Samosa,22,45,990,40.88,Clear,False
2023-04-13,West Delhi,Classic Potato Samosa,92,15,1380,16.25,Clear,False
2023-04-13,West Delhi,Paneer Tikka Samosa,113,25,2825,26.48,Rainy,False
2023-04-13,West Delhi,Spicy Chicken Samosa,136,30,4080,27.49,Clear,False
2023-04-13,West Delhi,Chocolate Fusion Samosa,9,45,405,43.41,Clear,False
2023-04-13,Noida,Classic Potato Samosa,120,15,1800,19.33,Clear,False
2023-04-13,Noida,Paneer Tikka Samosa,166,25,4150,20.13,Rainy,False
2023-04-13,Noida,Spicy Chicken Samosa,89,30,2670,33.52,Clear,False
2023-04-13,Noida,Chocolate Fusion Samosa,25,45,1125,42.19,Clear,False
2023-04-13,Gurugram,Classic Potato Samosa,74,15,1110,12.03,Rainy,False
2023-04-13,Gurugram,Paneer Tikka Samosa,115,25,2875,22.34,Clear,True
2023-04-13,Gurugram,Spicy Chicken Samosa,146,30,4380,34.86,Clear,False
2023-04-13,Gurugram,Chocolate Fusion Samosa,19,45,855,47.19,Clear,False
2023-04-14,South Delhi,Classic Potato Samosa,132,15,1980,12.39,Rainy,False
2023-04-14,South Delhi,Paneer Tikka Samosa,130,25,3250,23.63,Clear,False
2023-04-14,South Delhi,Spicy Chicken Samosa,181,30,5430,34.06,Rainy,False
2023-04-14,South Delhi,Chocolate Fusion Samosa,26,45,1170,47.28,Clear,False
2023-04-14,North Delhi,Classic Potato Samosa,207,15,3105,13.36,Rainy,False
2023-04-14,North Delhi,Paneer Tikka Samosa,117,25,2925,24.13,Clear,False
2023-04-14,North Delhi,Spicy Chicken Samosa,53,30,1590,31.62,Clear,False
2023-04-14,North Delhi,Chocolate Fusion Samosa,18,45,810,44.71,Rainy,True
2023-04-14,West Delhi,Classic Potato Samosa,111,15,1665,11.32,Clear,False
2023-04-14,West Delhi,Paneer Tikka Samosa,105,25,2625,28.32,Clear,False
2023-04-14,West Delhi,Spicy Chicken Samosa,91,30,2730,26.18,Rainy,False
2023-04-14,West Delhi,Chocolate Fusion Samosa,18,45,810,45.12,Rainy,False
2023-04-14,Noida,Classic Potato Samosa,86,15,1290,12.31,Clear,False
2023-04-14,Noida,Paneer Tikka Samosa,144,25,3600,26.27,Clear,False
2023-04-14,Noida,Spicy Chicken Samosa,55,30,1650,29.3,Clear,False
2023-04-14,Noida,Chocolate Fusion Samosa,18,45,810,40.32,Rainy,False
2023-04-14,Gurugram,Classic Potato Samosa,90,15,1350,18.71,Clear,False
2023-04-14,Gurugram,Paneer Tikka Samosa,142,25,3550,26.47,Clear,False
2023-04-14,Gurugram,Spicy Chicken Samosa,55,30,1650,30.5,Clear,False
2023-04-14,Gurugram,Chocolate Fusion Samosa,9,45,405,42.1,Rainy,False
2023-04-15,South Delhi,Classic Potato Samosa,100,15,1500,11.5,Clear,False
2023-04-15,South Delhi,Paneer Tikka Samosa,114,25,2850,24.91,Clear,False
2023-04-15,South Delhi,Spicy Chicken Samosa,161,30,4830,28.99,Rainy,False
